long,points,PTS,pa,PA,ab,AB,singles,1B,doubles,2B,triples,3B,home_runs,HR,walks,BB,strikeouts,K,sb,SB,cs,CS,runs,R,rbi,RBI,hbp,HBP,outs,O
6234 -- paul goldschmidt -- ARI -- 1B,9.79724,10.07200,4.38000,4.59600,3.62000,3.85000,0.66721,0.67100,0.23390,0.25200,0.01045,0.00800,0.19091,0.19100,0.71169,0.74600,0.91462,0.96800,0.16000,0.17700,0.04000,0.03600,0.60000,0.66700,0.64000,0.59300,0.00500,0.00000,1.63156,2.72800
6197 -- anthony rizzo -- CHC -- 1B,8.94982,8.57100,4.46000,4.39800,3.80000,3.94000,0.65210,0.66600,0.26210,0.24900,0.02095,0.01900,0.16777,0.16200,0.47887,0.45800,0.70081,0.72900,0.13000,0.11400,0.06000,0.05700,0.63000,0.60000,0.49000,0.49200,0.05500,0.00000,1.99925,2.84400
6195 -- mike trout -- LAA -- OF,8.91724,9.15400,4.41000,4.49900,3.77000,4.03200,0.52967,0.56800,0.20411,0.22700,0.01909,0.01400,0.23504,0.24500,0.49226,0.46700,1.11037,1.16600,0.11000,0.10300,0.04000,0.03400,0.52000,0.57700,0.62000,0.60900,0.03500,0.00000,1.46242,2.97800
1425 -- jacoby ellsbury -- NYY -- OF,8.87700,8.57800,4.82000,4.84000,4.34000,4.48000,0.88235,0.87000,0.18585,0.16200,0.04375,0.05000,0.05947,0.07400,0.38301,0.36000,0.67773,0.73300,0.32000,0.32000,0.06000,0.05200,0.62000,0.53800,0.42000,0.36300,0.01500,0.00000,2.24833,3.32400
6286 -- charlie blackmon -- COL -- OF,8.73966,8.13700,4.56000,4.60200,4.17000,4.34500,0.92275,0.92800,0.16234,0.16600,0.02526,0.03000,0.08979,0.08100,0.24988,0.25700,0.69776,0.69800,0.29000,0.27900,0.10000,0.10600,0.71000,0.55600,0.40000,0.33200,0.04500,0.00000,2.28203,3.14000
3127 -- cameron maybin -- ATL -- OF,8.70198,0.00000,4.63000,0.00000,4.22000,0.00000,0.84611,0.00000,0.21122,0.00000,0.05739,0.00000,0.08719,0.00000,0.35327,0.00000,0.77600,0.00000,0.18000,0.00000,0.07000,0.00000,0.67000,0.00000,0.47000,0.00000,0.01500,0.00000,2.21983,0.00000
5756 -- andrew mccutchen -- PIT -- OF,8.66097,8.61600,4.38000,4.30500,3.70000,3.80100,0.65667,0.68900,0.25531,0.25300,0.03636,0.03900,0.12441,0.14900,0.51469,0.50400,0.62642,0.60100,0.07000,0.07000,0.02000,0.02100,0.60000,0.56000,0.63000,0.52300,0.04000,0.00000,1.78991,2.67100
5033 -- troy tulowitzki -- COL -- SS,8.62888,7.93900,4.34000,4.38400,3.80000,3.94700,0.85984,0.85000,0.18797,0.18100,0.00842,0.00900,0.14692,0.13200,0.41647,0.43700,0.74490,0.78700,0.00000,0.00000,0.00000,0.00000,0.67000,0.56900,0.68000,0.54000,0.02000,0.00000,1.84002,2.77500
6235 -- a.j. pollock -- ARI -- OF,8.58955,8.96100,4.49000,4.69800,4.12000,4.34600,0.76680,0.76800,0.22415,0.26200,0.04182,0.05000,0.10909,0.11300,0.33147,0.35200,0.70585,0.71400,0.24000,0.22500,0.06000,0.03800,0.57000,0.59100,0.42000,0.44100,0.01000,0.00000,2.34275,3.15300
6209 -- bryce harper -- WAS -- OF,8.50014,9.00700,4.18000,4.36700,3.60000,3.91400,0.50355,0.52700,0.19054,0.20100,0.01962,0.01700,0.27164,0.28100,0.45672,0.45300,0.93216,0.96200,0.04000,0.03300,0.04000,0.04800,0.46000,0.59600,0.59000,0.65400,0.01500,0.00000,1.53092,2.88800
9113 -- kris bryant -- CHC -- 3B,8.47116,8.04600,4.35000,4.30100,3.69000,3.76600,0.61258,0.58500,0.21356,0.20900,0.03143,0.03200,0.14128,0.14200,0.51570,0.53500,1.36039,1.32600,0.08000,0.07000,0.02000,0.01300,0.61000,0.58900,0.61000,0.49900,0.03500,0.00000,1.34293,2.79800
6029 -- todd frazier -- CIN -- 1B/3B,8.43981,8.63100,4.39000,4.56800,4.02000,4.29000,0.66391,0.67700,0.24217,0.28400,0.01900,0.02100,0.17494,0.17700,0.25792,0.27800,0.80856,0.83300,0.11000,0.09400,0.05000,0.04000,0.57000,0.55100,0.58000,0.59700,0.03500,0.00000,2.19512,3.13100
1712 -- brett gardner -- NYY -- OF,8.40175,8.00300,4.70000,4.71800,4.17000,4.28200,0.68730,0.69700,0.25090,0.25000,0.07000,0.06900,0.07646,0.07100,0.42038,0.43600,0.90984,0.91000,0.17000,0.14600,0.05000,0.04400,0.56000,0.48500,0.50000,0.45800,0.02500,0.00000,1.94086,3.19500
9075 -- mookie betts -- BOS -- OF,8.30132,7.61500,4.68000,4.55800,4.25000,4.26600,0.74387,0.72600,0.26880,0.24700,0.05069,0.04900,0.08186,0.08300,0.31080,0.29200,0.52349,0.53500,0.16000,0.14600,0.06000,0.05700,0.63000,0.50800,0.46000,0.38200,0.01000,0.00000,2.32108,3.16100
1807 -- adrian gonzalez -- LAD -- 1B,8.24126,7.86300,4.34000,4.36600,3.92000,4.03200,0.68209,0.69200,0.23563,0.23900,0.00000,0.00000,0.18667,0.16700,0.32007,0.33400,0.68565,0.68200,0.01000,0.01600,0.01000,0.01200,0.61000,0.53600,0.62000,0.56300,0.01000,0.00000,2.20285,2.93400
8010 -- jace peterson -- ATL -- 2B/3B,8.24033,8.06000,4.74000,4.88100,4.22000,4.39400,0.83627,0.82600,0.22082,0.21500,0.04783,0.05500,0.05812,0.05800,0.43177,0.48700,0.84145,0.85900,0.16000,0.16900,0.10000,0.08800,0.70000,0.61000,0.38000,0.31200,0.02000,0.00000,2.17891,3.24000
5675 -- buster posey -- SF -- 1B/C,8.23437,8.37600,4.33000,4.34300,3.82000,3.92000,0.83616,0.86200,0.21615,0.23400,0.01063,0.01100,0.10850,0.11700,0.42757,0.42300,0.44283,0.41800,0.01000,0.01000,0.00000,0.00000,0.58000,0.61100,0.69000,0.62200,0.01500,0.00000,2.31325,2.69600
6724 -- starling marte -- PIT -- OF,8.17004,7.38200,4.27000,4.21000,3.87000,3.95500,0.68441,0.65800,0.20803,0.21800,0.05455,0.04800,0.09124,0.09300,0.23896,0.25500,0.93067,0.93200,0.21000,0.15000,0.09000,0.06300,0.50000,0.39500,0.62000,0.54000,0.07000,0.00000,1.65298,2.93800
5054 -- juan uribe -- ATL -- 3B,8.15951,8.71300,4.30000,4.46400,4.01000,4.24500,0.92482,0.94000,0.24963,0.25800,0.00957,0.01000,0.12594,0.15000,0.23551,0.21900,0.73860,0.79000,0.02000,0.01900,0.01000,0.00600,0.52000,0.55000,0.59000,0.70100,0.01500,0.00000,1.92317,2.88700
6998 -- nolan arenado -- COL -- 3B,8.12841,8.05600,4.22000,4.30300,3.95000,4.11100,0.75498,0.76900,0.23069,0.24300,0.02526,0.02000,0.14692,0.15700,0.19435,0.19200,0.53746,0.54400,0.02000,0.02200,0.02000,0.01500,0.58000,0.50300,0.70000,0.66700,0.01500,0.00000,2.24092,2.92200
7081 -- delino deshields -- TEX -- OF,8.09604,8.02500,4.60000,4.66200,3.94000,4.05000,0.70839,0.72700,0.15030,0.12400,0.06250,0.07700,0.02420,0.02300,0.55864,0.61200,1.09893,1.16300,0.35000,0.37400,0.09000,0.08800,0.52000,0.51000,0.34000,0.22000,0.03500,0.00000,1.81386,3.09900
4234 -- alex rodriguez -- NYY -- 3B,8.06894,8.03300,4.59000,4.59700,3.92000,4.04000,0.68730,0.71800,0.17656,0.17600,0.00875,0.00900,0.13593,0.14100,0.53248,0.55700,0.97482,0.97000,0.04000,0.04500,0.01000,0.01300,0.57000,0.51300,0.62000,0.58900,0.03500,0.00000,1.69105,2.99600
7531 -- jose altuve -- HOU -- 2B,8.03064,8.01200,4.55000,4.63900,4.21000,4.33700,0.84547,0.85700,0.21341,0.22900,0.00944,0.01000,0.05198,0.04500,0.26591,0.30200,0.37988,0.38000,0.34000,0.36800,0.08000,0.08500,0.50000,0.45100,0.37000,0.29500,0.01000,0.00000,2.16603,3.19600
7611 -- joe panik -- SF -- 2B,8.02342,7.80400,4.55000,4.54400,4.12000,4.18600,0.97720,0.99500,0.24563,0.23300,0.03188,0.04000,0.04650,0.04800,0.38685,0.35800,0.49315,0.46500,0.03000,0.03200,0.02000,0.01800,0.65000,0.58700,0.47000,0.42000,0.01000,0.00000,2.46113,2.87000
3080 -- victor martinez -- DET -- 1B,8.01760,8.01500,4.48000,4.56900,3.99000,4.19000,0.86140,0.87300,0.23770,0.24600,0.00000,0.00000,0.11180,0.12300,0.37347,0.37900,0.30824,0.29800,0.01000,0.01800,0.00000,0.00000,0.53000,0.54600,0.62000,0.49800,0.01500,0.00000,2.35119,2.94800
2456 -- kelly johnson -- ATL -- 3B/OF,8.00809,8.20500,4.41000,4.57000,3.98000,4.19200,0.66902,0.71400,0.15362,0.16500,0.01913,0.01400,0.17438,0.17700,0.36308,0.37800,0.93494,1.01000,0.02000,0.01400,0.02000,0.02100,0.60000,0.60500,0.66000,0.68100,0.01500,0.00000,1.98455,3.12200
6428 -- brian dozier -- MIN -- 2B,7.99197,7.94100,4.58000,4.50500,4.00000,4.05400,0.50885,0.51200,0.23104,0.25100,0.03250,0.03200,0.15818,0.14700,0.42418,0.45100,0.78637,0.76300,0.10000,0.13600,0.04000,0.05600,0.63000,0.55400,0.44000,0.42300,0.03000,0.00000,2.00949,3.11200
3712 -- angel pagan -- SF -- OF,7.97221,7.79100,4.66000,4.64500,4.33000,4.35300,0.91675,0.94700,0.23580,0.21900,0.08500,0.08500,0.02325,0.03100,0.29523,0.29200,0.67431,0.66900,0.09000,0.11500,0.03000,0.03700,0.69000,0.59400,0.38000,0.29600,0.00500,0.00000,2.55619,3.07100
5952 -- lorenzo cain -- KC -- OF,7.95409,7.41000,4.24000,4.31100,3.88000,4.03500,0.72884,0.75100,0.22277,0.23500,0.03538,0.03000,0.06961,0.06700,0.26727,0.27600,0.74382,0.74900,0.23000,0.17600,0.04000,0.04100,0.47000,0.44600,0.54000,0.41500,0.02500,0.00000,1.82243,2.95200
3033 -- nick markakis -- ATL -- OF,7.95338,7.10600,4.52000,4.66200,4.01000,4.14000,0.93466,0.90500,0.21122,0.19200,0.00000,0.00000,0.05812,0.05000,0.47102,0.52200,0.50487,0.54900,0.01000,0.00500,0.00000,0.00000,0.64000,0.52700,0.61000,0.40400,0.01000,0.00000,2.28121,2.99300
6608 -- j.d. martinez -- DET -- OF,7.94487,8.16800,4.37000,4.47700,4.04000,4.23800,0.71159,0.73000,0.21027,0.21000,0.00864,0.00900,0.18060,0.19400,0.23683,0.23900,1.01538,1.04800,0.03000,0.02800,0.01000,0.01500,0.52000,0.49200,0.61000,0.67200,0.01000,0.00000,1.71087,3.09500
9620 -- matt duffy -- SF -- 2B/3B,7.90855,7.39500,4.44000,4.45500,4.15000,4.23700,0.83616,0.85700,0.19650,0.19400,0.05313,0.05600,0.07750,0.07900,0.21379,0.21800,0.86553,0.88800,0.04000,0.03400,0.02000,0.02400,0.66000,0.50200,0.63000,0.52700,0.02500,0.00000,2.21818,3.05100
1606 -- dexter fowler -- CHC -- OF,7.88901,7.73300,4.57000,4.50000,3.99000,4.03600,0.74103,0.77600,0.17473,0.16200,0.03143,0.03600,0.07947,0.09400,0.48807,0.46400,1.03060,0.99900,0.18000,0.17100,0.05000,0.06500,0.63000,0.57300,0.34000,0.28400,0.01500,0.00000,1.96896,2.96800
8671 -- billy burns -- OAK -- OF,7.87114,7.80300,4.64000,4.78900,4.35000,4.65700,0.89308,0.92600,0.18333,0.18900,0.05850,0.05500,0.02643,0.03600,0.15646,0.13200,0.77281,0.81000,0.30000,0.30200,0.07000,0.06600,0.53000,0.47200,0.36000,0.34700,0.04500,0.00000,2.38710,3.45100
7553 -- yoenis cespedes -- DET -- OF,7.84194,8.02900,4.59000,4.69000,4.33000,4.51600,0.67414,0.71100,0.25598,0.25400,0.02591,0.03400,0.15480,0.16100,0.18218,0.17400,0.82499,0.82900,0.06000,0.05000,0.03000,0.03400,0.58000,0.54100,0.50000,0.56600,0.01000,0.00000,2.21112,3.35600
5151 -- joey votto -- CIN -- 1B,7.72090,7.98100,4.50000,4.66000,3.71000,3.97300,0.66391,0.66300,0.21190,0.22600,0.01900,0.02100,0.10128,0.11400,0.67244,0.68700,0.83927,0.88900,0.05000,0.05200,0.02000,0.03000,0.56000,0.59100,0.40000,0.39900,0.01500,0.00000,1.96406,2.94900
7561 -- miguel sano -- MIN -- 3B,7.67353,7.24700,4.25000,4.20900,3.77000,3.86300,0.48110,0.45300,0.18826,0.20600,0.05417,0.04500,0.16697,0.16500,0.34296,0.34600,1.21194,1.23000,0.06000,0.04800,0.02000,0.01600,0.51000,0.45700,0.58000,0.51700,0.03000,0.00000,1.39626,2.99400
3816 -- hunter pence -- SF -- OF,7.66130,7.83900,4.22000,4.25700,3.86000,3.93000,0.72534,0.76900,0.18668,0.19000,0.06375,0.05600,0.09300,0.10500,0.33595,0.32700,0.87559,0.84000,0.06000,0.05400,0.03000,0.02400,0.53000,0.52100,0.56000,0.58300,0.01000,0.00000,2.00693,2.81000
4038 -- hanley ramirez -- BOS -- OF/SS,7.64534,7.20700,4.23000,4.17700,3.83000,3.88600,0.70572,0.64400,0.22245,0.21600,0.01690,0.01600,0.13395,0.13100,0.28560,0.29100,0.62277,0.71300,0.07000,0.05700,0.03000,0.02400,0.48000,0.44200,0.54000,0.52700,0.02000,0.00000,1.88170,2.87900
5850 -- justin turner -- LAD -- 2B/3B,7.62053,7.36900,4.23000,4.24900,3.86000,3.98200,0.80072,0.77300,0.26391,0.25400,0.00781,0.01200,0.08842,0.09900,0.25606,0.26700,0.66577,0.73400,0.04000,0.03800,0.02000,0.02300,0.49000,0.45300,0.61000,0.55500,0.04000,0.00000,2.10844,2.84400
5049 -- justin upton -- SD -- OF,7.60936,7.79200,4.18000,4.40800,3.72000,4.02600,0.61836,0.63900,0.13461,0.14200,0.00893,0.01200,0.16487,0.16800,0.36055,0.38200,0.96117,1.04500,0.15000,0.14500,0.04000,0.04900,0.44000,0.45900,0.53000,0.54000,0.01500,0.00000,1.63771,3.06500
6207 -- brandon belt -- SF -- 1B,7.59263,7.73000,4.11000,4.15200,3.64000,3.76600,0.61453,0.64100,0.28492,0.28600,0.04250,0.04200,0.09300,0.09900,0.40721,0.38600,1.02656,1.06000,0.06000,0.05100,0.03000,0.04000,0.46000,0.45200,0.52000,0.60000,0.02000,0.00000,1.65836,2.69800
295 -- jose bautista -- TOR -- OF,7.59255,7.33600,4.41000,4.52000,3.59000,3.81100,0.53765,0.55300,0.15902,0.14700,0.00971,0.01100,0.13551,0.14500,0.70088,0.70900,0.63908,0.65100,0.05000,0.04000,0.02000,0.01900,0.50000,0.48100,0.55000,0.43100,0.02000,0.00000,1.98805,2.95500
6157 -- lucas duda -- NYM -- 1B,7.52739,7.87600,4.10000,4.24400,3.53000,3.75400,0.42039,0.47600,0.23724,0.25800,0.00000,0.00000,0.20032,0.19200,0.47839,0.49000,1.05140,1.09600,0.00000,0.00000,0.00000,0.00000,0.47000,0.54300,0.55000,0.58600,0.04000,0.00000,1.73092,2.82800
6826 -- joc pederson -- LAD -- OF,7.51997,7.53900,4.12000,4.14900,3.40000,3.50900,0.44484,0.43900,0.12253,0.11900,0.00781,0.00900,0.20632,0.20400,0.60357,0.64000,1.15268,1.16700,0.04000,0.03300,0.04000,0.03800,0.52000,0.52400,0.52000,0.54900,0.02000,0.00000,1.51053,2.73800
1856 -- curtis granderson -- NYM -- OF,7.50245,7.74200,4.44000,4.56500,3.80000,3.96300,0.48436,0.48000,0.19411,0.20100,0.01727,0.01500,0.17806,0.17700,0.57000,0.60200,1.09388,1.15900,0.04000,0.05700,0.02000,0.02800,0.58000,0.60500,0.33000,0.38200,0.02000,0.00000,1.93699,3.09000
1810 -- carlos gonzalez -- COL -- OF,7.49510,7.25900,4.11000,4.19600,3.75000,3.83800,0.68158,0.65200,0.18797,0.18300,0.02526,0.01900,0.13876,0.14300,0.30541,0.35800,0.91463,0.94800,0.02000,0.02400,0.00000,0.00000,0.53000,0.46600,0.57000,0.51900,0.00500,0.00000,1.75778,2.84100
6171 -- ben revere -- PHI -- OF,7.48575,7.30800,4.46000,4.60300,4.29000,4.44900,1.00934,1.03000,0.12402,0.12100,0.07700,0.06300,0.00841,0.00700,0.13374,0.15400,0.38875,0.40300,0.29000,0.32700,0.06000,0.05600,0.48000,0.40800,0.28000,0.19600,0.01000,0.00000,2.67889,3.22800
4901 -- mark teixeira -- NYY -- 1B,7.46801,7.70100,4.48000,4.50000,3.79000,3.96500,0.46439,0.48900,0.19514,0.22600,0.00875,0.01300,0.16142,0.17500,0.53248,0.53500,0.81700,0.83700,0.01000,0.00800,0.00000,0.00000,0.54000,0.48600,0.58000,0.58400,0.03000,0.00000,1.93126,3.06200
543 -- ryan braun -- MIL -- OF,7.43825,6.95300,4.29000,4.40300,3.92000,4.08000,0.62444,0.59700,0.18948,0.17100,0.01562,0.01700,0.12903,0.13600,0.29110,0.32300,0.84701,0.89600,0.11000,0.09900,0.02000,0.01500,0.52000,0.41300,0.52000,0.43700,0.01500,0.00000,1.97732,3.15900
8379 -- jorge soler -- CHC -- OF,7.40182,7.34600,4.24000,4.21100,3.86000,3.93700,0.66198,0.66700,0.27181,0.27700,0.03143,0.02600,0.09713,0.10700,0.26706,0.27400,1.31917,1.28000,0.01000,0.01000,0.01000,0.01100,0.51000,0.44200,0.61000,0.61100,0.01500,0.00000,1.50448,2.86000
1799 -- carlos gomez -- MIL -- OF,7.40149,7.35800,4.18000,4.32200,3.81000,4.08500,0.63376,0.69600,0.18948,0.18100,0.01562,0.01900,0.11183,0.12800,0.23476,0.23700,0.91516,0.95400,0.18000,0.15900,0.07000,0.05400,0.45000,0.42200,0.54000,0.46400,0.05000,0.00000,1.80024,3.06100
4127 -- jose reyes -- TOR -- SS,7.37570,7.28300,4.64000,4.76400,4.32000,4.50300,0.81544,0.81200,0.19643,0.20200,0.01941,0.01700,0.04235,0.04700,0.25923,0.26100,0.53256,0.55700,0.22000,0.26500,0.02000,0.02200,0.53000,0.41600,0.36000,0.29800,0.00500,0.00000,2.56748,3.42500
1528 -- prince fielder -- TEX -- 1B,7.37533,7.42200,4.38000,4.44000,3.82000,3.98000,0.76583,0.84200,0.17683,0.19600,0.00000,0.00000,0.11295,0.10200,0.45707,0.46000,0.57467,0.55600,0.00000,0.00000,0.00000,0.00000,0.48000,0.47100,0.56000,0.51700,0.03500,0.00000,2.07859,2.84000
6790 -- dj lemahieu -- COL -- 2B/3B,7.34024,6.69900,4.45000,4.48400,4.11000,4.18700,1.02761,1.00500,0.13670,0.13500,0.02526,0.02700,0.03265,0.03100,0.27765,0.29700,0.71661,0.73900,0.10000,0.09100,0.06000,0.06200,0.63000,0.48800,0.42000,0.29100,0.00500,0.00000,2.21008,2.98900
3982 -- albert pujols -- LAA -- 1B,7.30627,7.25400,4.30000,4.40900,3.89000,4.11700,0.55616,0.61300,0.16700,0.15500,0.00000,0.00000,0.20684,0.19500,0.29721,0.29200,0.51553,0.52900,0.02000,0.02800,0.01000,0.01100,0.47000,0.43900,0.54000,0.55500,0.02000,0.00000,2.20778,3.15400
5840 -- michael brantley -- CLE -- OF,7.29550,7.14100,4.24000,4.37500,3.79000,3.99800,0.77299,0.82100,0.22062,0.21500,0.00846,0.01000,0.06329,0.06300,0.36643,0.37700,0.35419,0.36200,0.13000,0.12900,0.02000,0.02200,0.41000,0.39600,0.49000,0.37300,0.01500,0.00000,2.47821,2.88900
3908 -- a.j. pierzynski -- ATL -- C,7.28076,7.55900,4.19000,4.37300,3.94000,4.24900,0.77724,0.81900,0.20162,0.19400,0.01913,0.02500,0.14531,0.15400,0.13738,0.12400,0.49552,0.53600,0.01000,0.00600,0.01000,0.01000,0.47000,0.46100,0.51000,0.60600,0.03500,0.00000,2.30167,3.05700
4278 -- jimmy rollins -- LAD -- SS,7.26808,6.91300,4.56000,4.59700,4.17000,4.28500,0.71175,0.74100,0.16023,0.15900,0.00781,0.00900,0.09825,0.09100,0.33836,0.31200,0.72539,0.71700,0.16000,0.15900,0.06000,0.06900,0.64000,0.48500,0.32000,0.33100,0.00500,0.00000,2.55950,3.28500
9900 -- yasmany tomas -- ARI -- 3B/OF,7.25978,7.40800,4.27000,4.49700,4.03000,4.26500,0.78671,0.79600,0.20466,0.23600,0.02091,0.01700,0.09091,0.09300,0.19498,0.23200,0.87485,0.89900,0.07000,0.05800,0.03000,0.03000,0.48000,0.44200,0.57000,0.59800,0.01000,0.00000,2.12311,3.12300
2560 -- matt kemp -- SD -- OF,7.24262,7.53200,4.29000,4.51300,3.94000,4.22500,0.67458,0.68900,0.19350,0.20800,0.01786,0.02600,0.12823,0.14200,0.26810,0.28800,0.90518,0.93400,0.07000,0.06500,0.03000,0.02200,0.49000,0.43900,0.50000,0.53100,0.01000,0.00000,1.81318,3.16000
6416 -- stephen vogt -- OAK -- 1B/C,7.21048,7.42800,4.53000,4.67700,4.07000,4.31400,0.68626,0.64900,0.18333,0.19900,0.01950,0.02800,0.14095,0.14900,0.34975,0.36300,0.92519,0.95600,0.01000,0.01400,0.01000,0.01000,0.52000,0.53300,0.44000,0.46500,0.01000,0.00000,2.10976,3.28900
2562 -- howie kendrick -- LAD -- 2B,7.20941,7.32100,4.45000,4.47800,4.11000,4.20500,0.90946,0.95200,0.17908,0.19200,0.02344,0.02700,0.06877,0.07400,0.26520,0.27300,0.77508,0.77900,0.04000,0.04500,0.02000,0.01900,0.58000,0.53600,0.41000,0.37200,0.02000,0.00000,2.22383,2.96000
5824 -- josh reddick -- OAK -- OF,7.17918,7.26400,4.30000,4.48000,3.92000,4.16200,0.63926,0.65100,0.20370,0.18100,0.02925,0.02700,0.13214,0.14300,0.30373,0.31800,0.75104,0.80600,0.03000,0.02600,0.02000,0.02400,0.45000,0.47600,0.53000,0.54500,0.00500,0.00000,2.15928,3.16000
6966 -- brock holt -- BOS -- 3B/OF,7.17548,6.48100,4.57000,4.44800,4.13000,4.11400,0.84877,0.84100,0.20392,0.18800,0.04224,0.03100,0.02233,0.01900,0.31920,0.33400,0.80329,0.82700,0.09000,0.09000,0.02000,0.03200,0.54000,0.41600,0.45000,0.34700,0.01000,0.00000,1.95811,3.03500
2324 -- torii hunter -- MIN -- OF,7.15830,7.01100,4.47000,4.39300,4.14000,4.20200,0.74940,0.75100,0.18826,0.17500,0.02167,0.02800,0.12303,0.13000,0.20758,0.19100,0.71236,0.69900,0.02000,0.02700,0.02000,0.02200,0.55000,0.47300,0.47000,0.47000,0.02500,0.00000,2.04722,3.11800
5739 -- neil walker -- PIT -- 2B,7.14513,6.59000,4.50000,4.40500,4.03000,4.08900,0.64742,0.62300,0.21749,0.23300,0.01818,0.01900,0.10782,0.09700,0.33087,0.31600,0.68906,0.69100,0.02000,0.01800,0.01000,0.00600,0.61000,0.50100,0.42000,0.36100,0.04500,0.00000,2.14202,3.11700
5495 -- ben zobrist -- OAK -- 2B/OF,7.14270,7.22000,4.42000,4.57600,3.87000,4.14800,0.66746,0.73500,0.26481,0.29300,0.01950,0.02300,0.06167,0.05600,0.44178,0.42800,0.63131,0.67200,0.04000,0.04600,0.02000,0.02300,0.46000,0.44600,0.53000,0.43700,0.01000,0.00000,2.21871,3.04100
1105 -- nelson cruz -- SEA -- OF,7.13976,6.80800,4.20000,4.21300,3.79000,3.90300,0.59998,0.59300,0.13892,0.14600,0.00816,0.00600,0.18038,0.17600,0.29806,0.31000,0.86961,0.88600,0.03000,0.03100,0.02000,0.02300,0.48000,0.38900,0.54000,0.49200,0.01500,0.00000,1.60274,2.98200
620 -- jay bruce -- CIN -- OF,7.13488,7.73400,4.27000,4.45700,3.80000,4.02700,0.49793,0.50300,0.22199,0.24600,0.01900,0.02600,0.11970,0.15100,0.39609,0.43000,1.03373,1.03800,0.08000,0.07900,0.04000,0.05100,0.49000,0.49500,0.54000,0.56700,0.00500,0.00000,2.00607,3.10100
2608 -- ian kinsler -- DET -- 2B,7.12871,7.39000,4.70000,4.78100,4.35000,4.53500,0.80522,0.86800,0.22855,0.24700,0.01727,0.01400,0.06020,0.07100,0.25505,0.24600,0.55302,0.55700,0.07000,0.08300,0.03000,0.05800,0.60000,0.53600,0.40000,0.43300,0.01500,0.00000,2.55129,3.33500
7280 -- kole calhoun -- LAA -- OF,7.10045,7.43500,4.53000,4.60000,4.15000,4.31900,0.65326,0.65400,0.19483,0.24300,0.01273,0.01900,0.14103,0.14200,0.29721,0.28100,0.93192,0.90300,0.04000,0.04000,0.02000,0.02100,0.51000,0.50900,0.43000,0.47400,0.01000,0.00000,1.98134,3.26100
8378 -- yasiel puig -- LAD -- OF,7.08905,7.17100,4.01000,4.05000,3.54000,3.68300,0.62278,0.62600,0.20736,0.22000,0.03125,0.03100,0.12772,0.12600,0.33836,0.36700,0.77508,0.78100,0.04000,0.03100,0.03000,0.03400,0.41000,0.41900,0.47000,0.51300,0.04000,0.00000,1.83571,2.68000
8805 -- carlos correa -- HOU -- SS,7.08208,6.43500,4.33000,4.42400,4.00000,4.18100,0.57760,0.57600,0.18673,0.18000,0.04722,0.04900,0.09530,0.10100,0.23742,0.24300,1.01619,1.08600,0.14000,0.10900,0.05000,0.04200,0.45000,0.33600,0.52000,0.39300,0.03500,0.00000,1.62019,3.27500
6208 -- jason kipnis -- CLE -- 2B,7.05624,7.09800,4.47000,4.59500,3.95000,4.14500,0.73385,0.71500,0.21143,0.21000,0.01692,0.01800,0.06329,0.06000,0.41464,0.45000,0.75004,0.76500,0.12000,0.15500,0.04000,0.03500,0.48000,0.45100,0.34000,0.32600,0.02000,0.00000,2.27785,3.14200
8361 -- xander bogaerts -- BOS -- 3B/SS,7.03075,6.52800,4.45000,4.35100,4.16000,4.18000,0.80109,0.78800,0.23172,0.22500,0.02534,0.02800,0.04465,0.05800,0.18480,0.17100,0.64985,0.63700,0.05000,0.04700,0.02000,0.01700,0.53000,0.40000,0.57000,0.44600,0.02000,0.00000,2.15870,3.08100
3468 -- daniel murphy -- NYM -- 2B/3B,7.02911,7.51100,4.33000,4.43900,4.01000,4.13500,0.74939,0.78200,0.28038,0.31600,0.00864,0.00700,0.08903,0.09200,0.27482,0.30400,0.50977,0.53200,0.03000,0.04100,0.03000,0.03800,0.50000,0.52300,0.38000,0.41300,0.01000,0.00000,2.43154,2.93800
8096 -- maikel franco -- PHI -- 3B,6.99744,7.53300,4.24000,4.39000,3.93000,4.13000,0.60747,0.65300,0.23771,0.25000,0.02200,0.02300,0.12619,0.14900,0.22928,0.26000,0.69566,0.70000,0.02000,0.02800,0.01000,0.01000,0.49000,0.44200,0.50000,0.56300,0.01500,0.00000,2.23240,3.05500
3889 -- brandon phillips -- CIN -- 2B,6.96409,7.12200,4.61000,4.77500,4.31000,4.61500,0.88847,0.91700,0.18163,0.18700,0.00950,0.00900,0.06445,0.07200,0.17502,0.16000,0.64480,0.67400,0.11000,0.11600,0.02000,0.02000,0.57000,0.52000,0.31000,0.37200,0.02500,0.00000,2.64675,3.43000
3120 -- joe mauer -- MIN -- 1B,6.96369,6.35900,4.36000,4.29600,3.87000,3.91100,0.77716,0.80200,0.18826,0.16900,0.02167,0.01200,0.05273,0.05800,0.41516,0.38500,0.70311,0.65800,0.02000,0.02000,0.01000,0.00800,0.49000,0.42200,0.55000,0.36700,0.00000,0.00000,1.85854,2.87000
5457 -- chris young -- NYY -- OF,6.95402,6.81300,4.37000,4.40700,3.95000,4.06400,0.44582,0.45800,0.26019,0.27300,0.00875,0.00700,0.12743,0.11900,0.34565,0.34300,0.85413,0.88900,0.07000,0.07000,0.02000,0.01700,0.48000,0.41600,0.49000,0.49700,0.01500,0.00000,2.02734,3.20700
